Month,MATERIAL_NAME,ReconstructedInventory
2024-09-01 00:00:00,MAT-0007,46067.99000000002
2024-09-01 00:00:00,MAT-0008,41.400000000000006
2024-09-01 00:00:00,MAT-0009,63492.000000000015
2024-09-01 00:00:00,MAT-0010,2.25
2024-09-01 00:00:00,MAT-0011,5670.299999999999
2024-09-01 00:00:00,MAT-0012,825.0
2024-09-01 00:00:00,MAT-0013,51218.84999999999
2024-09-01 00:00:00,MAT-0014,7.35
2024-09-01 00:00:00,MAT-0015,166460.2100000001
2024-09-01 00:00:00,MAT-0016,0.0
2024-09-01 00:00:00,MAT-0017,6216.42
2024-09-01 00:00:00,MAT-0018,11418.199999999999
2024-09-01 00:00:00,MAT-0019,6985.6
2024-09-01 00:00:00,MAT-0020,4455.0
2024-09-01 00:00:00,MAT-0021,1485.0
2024-09-01 00:00:00,MAT-0027,2970.0
2024-09-01 00:00:00,MAT-0032,21849.899999999998
2024-09-01 00:00:00,MAT-0033,34890.0
2024-09-01 00:00:00,MAT-0035,23253.45
2024-09-01 00:00:00,MAT-0036,8151.960000000001
2024-09-01 00:00:00,MAT-0037,701.25
2024-09-01 00:00:00,MAT-0038,4617.75
2024-09-01 00:00:00,MAT-0040,2227.5
2024-09-01 00:00:00,MAT-0042,6197.400000000001
2024-09-01 00:00:00,MAT-0045,4.92
2024-09-01 00:00:00,MAT-0046,51225.08000000001
2024-09-01 00:00:00,MAT-0047,40547.04
2024-09-01 00:00:00,MAT-0048,4.800000000000001
2024-09-01 00:00:00,MAT-0049,66118.17000000001
2024-09-01 00:00:00,MAT-0050,8519.68
2024-09-01 00:00:00,MAT-0052,288.0
2024-09-01 00:00:00,MAT-0053,14787.029999999997
2024-09-01 00:00:00,MAT-0054,1627.4
2024-09-01 00:00:00,MAT-0055,51990.05
2024-09-01 00:00:00,MAT-0056,38199.439999999995
2024-09-01 00:00:00,MAT-0057,1670.94
2024-09-01 00:00:00,MAT-0058,36.27
2024-09-01 00:00:00,MAT-0059,26.94
2024-09-01 00:00:00,MAT-0060,2281.1
2024-09-01 00:00:00,MAT-0061,742.5
2024-09-01 00:00:00,MAT-0064,7121.25
2024-09-01 00:00:00,MAT-0065,33843.84000000001
2024-09-01 00:00:00,MAT-0066,3144.0
2024-09-01 00:00:00,MAT-0067,742.5
2024-09-01 00:00:00,MAT-0068,778.5
2024-09-01 00:00:00,MAT-0069,1053.0
2024-09-01 00:00:00,MAT-0070,754.5
2024-09-01 00:00:00,MAT-0071,3711.0
2024-09-01 00:00:00,MAT-0078,2.04
2024-09-01 00:00:00,MAT-0082,63491.25
2024-09-01 00:00:00,MAT-0083,299.25
2024-09-01 00:00:00,MAT-0084,162140.41
2024-09-01 00:00:00,MAT-0085,3719.7000000000007
2024-09-01 00:00:00,MAT-0086,2871.5199999999995
2024-09-01 00:00:00,MAT-0087,742.5
2024-09-01 00:00:00,MAT-0091,1530.0
2024-09-01 00:00:00,MAT-0092,118993.73000000001
2024-09-01 00:00:00,MAT-0094,54.0
2024-09-01 00:00:00,MAT-0095,332.52000000000004
2024-09-01 00:00:00,MAT-0096,8164.499999999999
2024-09-01 00:00:00,MAT-0097,31947.45
2024-09-01 00:00:00,MAT-0098,12055.239999999998
2024-09-01 00:00:00,MAT-0099,77254.55000000005
2024-09-01 00:00:00,MAT-0100,2538.09
2024-09-01 00:00:00,MAT-0101,13062.15
2024-09-01 00:00:00,MAT-0102,741.0
2024-09-01 00:00:00,MAT-0103,7095.9
2024-09-01 00:00:00,MAT-0104,1445.0000000000002
2024-09-01 00:00:00,MAT-0105,2711.5
2024-09-01 00:00:00,MAT-0106,504.4
2024-09-01 00:00:00,MAT-0107,1092.0
2024-09-01 00:00:00,MAT-0108,13085.26
2024-09-01 00:00:00,MAT-0111,21533.46
2024-09-01 00:00:00,MAT-0112,127334.24000000008
2024-09-01 00:00:00,MAT-0113,9292.050000000001
2024-09-01 00:00:00,MAT-0114,6554.7
2024-09-01 00:00:00,MAT-0115,1053.15
2024-09-01 00:00:00,MAT-0116,1008.8499999999999
2024-09-01 00:00:00,MAT-0117,70.5
2024-09-01 00:00:00,MAT-0118,1072.5
2024-09-01 00:00:00,MAT-0119,123.75
2024-09-01 00:00:00,MAT-0120,21516.0
2024-09-01 00:00:00,MAT-0128,5.4
2024-09-01 00:00:00,MAT-0129,8910.0
2024-09-01 00:00:00,MAT-0133,1485.0
2024-09-01 00:00:00,MAT-0134,28215.0
2024-09-01 00:00:00,MAT-0137,63026.549999999996
2024-09-01 00:00:00,MAT-0138,711.75
2024-09-01 00:00:00,MAT-0141,3193.59
2024-09-01 00:00:00,MAT-0142,116653.89000000004
2024-09-01 00:00:00,MAT-0143,89350.89000000003
2024-09-01 00:00:00,MAT-0144,284212.8200000001
2024-09-01 00:00:00,MAT-0145,568754.8400000001
2024-09-01 00:00:00,MAT-0146,107972.73000000004
2024-09-01 00:00:00,MAT-0147,7744.64
2024-09-01 00:00:00,MAT-0148,14029.449999999999
2024-09-01 00:00:00,MAT-0149,152.4
2024-09-01 00:00:00,MAT-0150,16245.3
2024-09-01 00:00:00,MAT-0151,20426.529999999995
2024-09-01 00:00:00,MAT-0152,1228.5
2024-09-01 00:00:00,MAT-0153,105288.30000000003
2024-09-01 00:00:00,MAT-0154,8264.4
2024-09-01 00:00:00,MAT-0155,5.25
2024-09-01 00:00:00,MAT-0156,34363.95
2024-09-01 00:00:00,MAT-0157,22.799999999999997
2024-09-01 00:00:00,MAT-0158,19277.999999999993
2024-09-01 00:00:00,MAT-0159,8086.8
2024-09-01 00:00:00,MAT-0160,105.6
2024-09-01 00:00:00,MAT-0161,4925.25
2024-09-01 00:00:00,MAT-0162,768.5
2024-09-01 00:00:00,MAT-0163,4140.15
2024-09-01 00:00:00,MAT-0164,1948.35
2024-09-01 00:00:00,MAT-0165,2237.94
2024-09-01 00:00:00,MAT-0166,7893.900000000001
2024-09-01 00:00:00,MAT-0167,4455.0
2024-09-01 00:00:00,MAT-0168,247.5
2024-09-01 00:00:00,MAT-0169,4590.0
2024-09-01 00:00:00,MAT-0170,3060.0
2024-09-01 00:00:00,MAT-0174,2923.05
2024-09-01 00:00:00,MAT-0175,5432.9
2024-09-01 00:00:00,MAT-0176,15599.699999999999
2024-09-01 00:00:00,MAT-0177,75.0
2024-09-01 00:00:00,MAT-0178,8820.6
2024-09-01 00:00:00,MAT-0179,1097.0
2024-09-01 00:00:00,MAT-0180,1707.9
2024-09-01 00:00:00,MAT-0181,0.0
2024-09-01 00:00:00,MAT-0185,3060.0
2024-09-01 00:00:00,MAT-0187,8.91
2024-09-01 00:00:00,MAT-0188,15300.98
2024-09-01 00:00:00,MAT-0189,156.0
2024-09-01 00:00:00,MAT-0190,25251.579999999998
2024-09-01 00:00:00,MAT-0193,16687.199999999997
2024-09-01 00:00:00,MAT-0194,28.379999999999995
2024-09-01 00:00:00,MAT-0195,17404.1
2024-09-01 00:00:00,MAT-0196,12611.299999999997
2024-09-01 00:00:00,MAT-0197,20482.309999999998
2024-09-01 00:00:00,MAT-0198,71198.26
2024-09-01 00:00:00,MAT-0199,1185.3600000000001
2024-09-01 00:00:00,MAT-0200,72.0
2024-09-01 00:00:00,MAT-0201,59695.79999999998
2024-09-01 00:00:00,MAT-0202,11916.0
2024-09-01 00:00:00,MAT-0203,165.0
2024-09-01 00:00:00,MAT-0204,306.0
2024-09-01 00:00:00,MAT-0205,41.24999999999999
2024-09-01 00:00:00,MAT-0206,50373.06999999999
2024-09-01 00:00:00,MAT-0207,1230.1499999999999
2024-09-01 00:00:00,MAT-0208,41.25
2024-09-01 00:00:00,MAT-0209,9.0
2024-09-01 00:00:00,MAT-0213,2760.75
2024-09-01 00:00:00,MAT-0214,310.89000000000004
2024-09-01 00:00:00,MAT-0215,6228.87
2024-09-01 00:00:00,MAT-0216,555.6
2024-09-01 00:00:00,MAT-0217,8397.6
2024-09-01 00:00:00,MAT-0218,2475.9
2024-09-01 00:00:00,MAT-0219,0.6
2024-09-01 00:00:00,MAT-0220,12621.75
2024-09-01 00:00:00,MAT-0229,115964.66000000005
2024-09-01 00:00:00,MAT-0230,0.0
2024-09-01 00:00:00,MAT-0231,1383.26
2024-09-01 00:00:00,MAT-0232,6743.620000000001
2024-09-01 00:00:00,MAT-0233,18631.59
2024-09-01 00:00:00,MAT-0234,42281.549999999996
2024-09-01 00:00:00,MAT-0235,37.050000000000004
2024-09-01 00:00:00,MAT-0236,7746.000000000002
2024-09-01 00:00:00,MAT-0237,1386.09
2024-09-01 00:00:00,MAT-0238,0.0
2024-09-01 00:00:00,MAT-0239,1485.0
2024-09-01 00:00:00,MAT-0240,405.0
2024-09-01 00:00:00,MAT-0246,7582.749999999999
2024-09-01 00:00:00,MAT-0249,1554.0
2024-09-01 00:00:00,MAT-0250,661.9599999999999
2024-09-01 00:00:00,MAT-0251,0.0
2024-09-01 00:00:00,MAT-0254,626.1
2024-09-01 00:00:00,MAT-0255,1431.75
2024-09-01 00:00:00,MAT-0256,7176.000000000001
2024-09-01 00:00:00,MAT-0257,154.53
2024-09-01 00:00:00,MAT-0258,301.44
2024-09-01 00:00:00,MAT-0259,22153.2
2024-09-01 00:00:00,MAT-0260,90.89999999999999
2024-09-01 00:00:00,MAT-0261,16056.660000000002
2024-09-01 00:00:00,MAT-0262,1485.0
2024-09-01 00:00:00,MAT-0263,13323.75
2024-09-01 00:00:00,MAT-0264,136685.67000000004
2024-09-01 00:00:00,MAT-0265,121138.97000000002
2024-09-01 00:00:00,MAT-0266,16871.72
2024-09-01 00:00:00,MAT-0267,49036.49
2024-09-01 00:00:00,MAT-0268,43229.57
2024-09-01 00:00:00,MAT-0269,2722.95
2024-09-01 00:00:00,MAT-0270,60518.78
2024-09-01 00:00:00,MAT-0271,18.0
2024-09-01 00:00:00,MAT-0272,2.58
2024-09-01 00:00:00,MAT-0273,3637.2000000000003
2024-09-01 00:00:00,MAT-0276,13298.31
2024-09-01 00:00:00,MAT-0277,1558.6499999999999
2024-09-01 00:00:00,MAT-0278,993.75
2024-09-01 00:00:00,MAT-0279,290.25
2024-09-01 00:00:00,MAT-0280,23.46
2024-09-01 00:00:00,MAT-0281,8089.2
2024-09-01 00:00:00,MAT-0282,3.54
2024-09-01 00:00:00,MAT-0283,180.39
2024-09-01 00:00:00,MAT-0284,2701.25
2024-09-01 00:00:00,MAT-0285,4290.0
2024-09-01 00:00:00,MAT-0286,2160.0
2024-09-01 00:00:00,MAT-0287,39.75
2024-09-01 00:00:00,MAT-0290,741.0
2024-09-01 00:00:00,MAT-0291,799.5000000000001
2024-09-01 00:00:00,MAT-0294,75.0
2024-09-01 00:00:00,MAT-0295,3457.649999999999
2024-09-01 00:00:00,MAT-0296,742.5
2024-09-01 00:00:00,MAT-0297,0.0
2024-09-01 00:00:00,MAT-0298,0.0
2024-09-01 00:00:00,MAT-0299,54.75
2024-09-01 00:00:00,MAT-0300,39.0
2024-09-01 00:00:00,MAT-0311,124.26
2024-09-01 00:00:00,MAT-0312,3609.32
2024-09-01 00:00:00,MAT-0313,11849.550000000001
2024-09-01 00:00:00,MAT-0314,111821.94000000002
2024-09-01 00:00:00,MAT-0315,1650.2400000000002
2024-09-01 00:00:00,MAT-0316,101092.65000000002
2024-09-01 00:00:00,MAT-0317,23649.090000000004
2024-09-01 00:00:00,MAT-0318,69637.43000000001
2024-09-01 00:00:00,MAT-0319,219559.8300000001
2024-09-01 00:00:00,MAT-0320,2451.9
2024-09-01 00:00:00,MAT-0321,226701.93000000005
2024-09-01 00:00:00,MAT-0322,81656.28000000001
2024-09-01 00:00:00,MAT-0323,12677.279999999997
2024-09-01 00:00:00,MAT-0324,25240.199999999983
2024-09-01 00:00:00,MAT-0325,84097.29000000004
2024-09-01 00:00:00,MAT-0326,4793.4
2024-09-01 00:00:00,MAT-0327,21981.55
2024-09-01 00:00:00,MAT-0328,77126.5
2024-09-01 00:00:00,MAT-0329,778.65
2024-09-01 00:00:00,MAT-0330,732.9
2024-09-01 00:00:00,MAT-0331,0.54
2024-09-01 00:00:00,MAT-0332,203704.65000000008
2024-09-01 00:00:00,MAT-0333,38765.100000000006
2024-09-01 00:00:00,MAT-0334,1703.8500000000004
2024-09-01 00:00:00,MAT-0335,5940.0
2024-09-01 00:00:00,MAT-0337,30.0
2024-09-01 00:00:00,MAT-0338,2017.6499999999999
2024-09-01 00:00:00,MAT-0339,3041.6499999999996
2024-09-01 00:00:00,MAT-0340,43075.219999999994
2024-09-01 00:00:00,MAT-0341,28736.27
2024-09-01 00:00:00,MAT-0342,4455.0
2024-09-01 00:00:00,MAT-0343,1470.0
2024-09-01 00:00:00,MAT-0350,39.45
2024-09-01 00:00:00,MAT-0351,8097.2
2024-09-01 00:00:00,MAT-0352,950.6099999999999
2024-09-01 00:00:00,MAT-0353,29575.09
2024-09-01 00:00:00,MAT-0354,4719.8
2024-09-01 00:00:00,MAT-0356,28299.579999999994
2024-09-01 00:00:00,MAT-0357,4383.299999999998
2024-09-01 00:00:00,MAT-0358,89.99999999999999
2024-09-01 00:00:00,MAT-0362,4699.499999999999
2024-09-01 00:00:00,MAT-0363,702.6899999999999
2024-09-01 00:00:00,MAT-0367,757.5
2024-09-01 00:00:00,MAT-0368,247.5
2024-09-01 00:00:00,MAT-0369,242.24999999999997
2024-09-01 00:00:00,MAT-0370,0.0
2024-09-01 00:00:00,MAT-0373,343.20000000000005
2024-09-01 00:00:00,MAT-0374,7209.889999999999
2024-09-01 00:00:00,MAT-0375,6143.22
2024-09-01 00:00:00,MAT-0376,9781.529999999999
2024-09-01 00:00:00,MAT-0377,6544.65
2024-09-01 00:00:00,MAT-0378,20265.95
2024-09-01 00:00:00,MAT-0379,91601.58000000005
2024-09-01 00:00:00,MAT-0380,23090.099999999995
2024-09-01 00:00:00,MAT-0381,2960.9999999999995
2024-09-01 00:00:00,MAT-0382,240074.87000000014
2024-09-01 00:00:00,MAT-0383,8666.699999999999
2024-09-01 00:00:00,MAT-0384,22968.809999999998
2024-09-01 00:00:00,MAT-0385,19.5
2024-09-01 00:00:00,MAT-0386,20148.399999999994
2024-09-01 00:00:00,MAT-0387,624.0
2024-09-01 00:00:00,MAT-0388,33729.75
2024-09-01 00:00:00,MAT-0389,156368.06000000006
2024-09-01 00:00:00,MAT-0390,38635.34
2024-09-01 00:00:00,MAT-0391,1482.3
2024-09-01 00:00:00,MAT-0392,1378.3
2024-09-01 00:00:00,MAT-0393,3649.2299999999996
2024-09-01 00:00:00,MAT-0394,742.5
2024-09-01 00:00:00,MAT-0396,6127.200000000001
2024-09-01 00:00:00,MAT-0397,806.1000000000003
2024-09-01 00:00:00,MAT-0398,4939.47
2024-09-01 00:00:00,MAT-0399,119768.55000000008
2024-09-01 00:00:00,MAT-0400,135623.75000000006
2024-09-01 00:00:00,MAT-0401,32.13
2024-09-01 00:00:00,MAT-0402,1498.46
2024-09-01 00:00:00,MAT-0409,738.0
2024-09-01 00:00:00,MAT-0412,252.0
2024-09-01 00:00:00,MAT-0413,62966.06000000001
2024-09-01 00:00:00,MAT-0414,1944.0
2024-09-01 00:00:00,MAT-0415,132614.47000000006
2024-09-01 00:00:00,MAT-0416,46401.99999999999
2024-09-01 00:00:00,MAT-0417,1326.0
2024-09-01 00:00:00,MAT-0418,123.75
2024-09-01 00:00:00,MAT-0425,7.890000000000001
2024-09-01 00:00:00,MAT-0426,2295.0
2024-09-01 00:00:00,MAT-0428,22081.16
2024-09-01 00:00:00,MAT-0429,30.57
2024-09-01 00:00:00,MAT-0430,1120.25
2024-10-01 00:00:00,MAT-0001,276529.2150000001
2024-10-01 00:00:00,MAT-0002,12807.955
2024-10-01 00:00:00,MAT-0003,5763.210000000001
2024-10-01 00:00:00,MAT-0004,2839.755
2024-10-01 00:00:00,MAT-0005,1.705
2024-10-01 00:00:00,MAT-0006,119.35000000000001
2024-10-01 00:00:00,MAT-0007,61658.20500000003
2024-10-01 00:00:00,MAT-0008,42.78
2024-10-01 00:00:00,MAT-0009,65608.40000000002
2024-10-01 00:00:00,MAT-0010,2.3249999999999997
2024-10-01 00:00:00,MAT-0011,5870.3099999999995
2024-10-01 00:00:00,MAT-0012,1017.5
2024-10-01 00:00:00,MAT-0013,57651.634999999995
2024-10-01 00:00:00,MAT-0014,7.595
2024-10-01 00:00:00,MAT-0015,195491.0500000001
2024-10-01 00:00:00,MAT-0016,0.0
2024-10-01 00:00:00,MAT-0017,7349.750000000001
2024-10-01 00:00:00,MAT-0018,14994.749999999998
2024-10-01 00:00:00,MAT-0019,7976.25
2024-10-01 00:00:00,MAT-0020,4603.5
2024-10-01 00:00:00,MAT-0021,1534.5
2024-10-01 00:00:00,MAT-0027,3069.0
2024-10-01 00:00:00,MAT-0032,29632.139999999992
2024-10-01 00:00:00,MAT-0033,36053.0
2024-10-01 00:00:00,MAT-0035,29726.284999999996
2024-10-01 00:00:00,MAT-0036,8556.93
2024-10-01 00:00:00,MAT-0037,724.625
2024-10-01 00:00:00,MAT-0038,4771.675
2024-10-01 00:00:00,MAT-0040,2301.75
2024-10-01 00:00:00,MAT-0042,6403.9800000000005
2024-10-01 00:00:00,MAT-0045,5.0840000000000005
2024-10-01 00:00:00,MAT-0046,55250.88500000001
2024-10-01 00:00:00,MAT-0047,47680.979999999996
2024-10-01 00:00:00,MAT-0048,6.324000000000001
2024-10-01 00:00:00,MAT-0049,74944.615
2024-10-01 00:00:00,MAT-0050,13537.17
2024-10-01 00:00:00,MAT-0052,297.59999999999997
2024-10-01 00:00:00,MAT-0053,17293.045
2024-10-01 00:00:00,MAT-0054,1689.5
2024-10-01 00:00:00,MAT-0055,62573.85
2024-10-01 00:00:00,MAT-0056,44790.94499999999
2024-10-01 00:00:00,MAT-0057,1763.28
2024-10-01 00:00:00,MAT-0058,37.479
2024-10-01 00:00:00,MAT-0059,34.782000000000004
2024-10-01 00:00:00,MAT-0060,2391.0299999999997
2024-10-01 00:00:00,MAT-0061,767.25
2024-10-01 00:00:00,MAT-0064,7358.625
2024-10-01 00:00:00,MAT-0065,36450.32500000002
2024-10-01 00:00:00,MAT-0066,3892.3
2024-10-01 00:00:00,MAT-0067,767.25
2024-10-01 00:00:00,MAT-0068,906.75
2024-10-01 00:00:00,MAT-0069,1376.82
2024-10-01 00:00:00,MAT-0070,854.0
2024-10-01 00:00:00,MAT-0071,3834.7000000000003
2024-10-01 00:00:00,MAT-0078,2.48
2024-10-01 00:00:00,MAT-0082,68256.325
2024-10-01 00:00:00,MAT-0083,309.22499999999997
2024-10-01 00:00:00,MAT-0084,189508.25500000003
2024-10-01 00:00:00,MAT-0085,3851.6900000000005
2024-10-01 00:00:00,MAT-0086,3170.6799999999994
2024-10-01 00:00:00,MAT-0087,977.71
2024-10-01 00:00:00,MAT-0091,1581.0
2024-10-01 00:00:00,MAT-0092,145548.42
2024-10-01 00:00:00,MAT-0094,55.800000000000004
2024-10-01 00:00:00,MAT-0095,371.87600000000003
2024-10-01 00:00:00,MAT-0096,8957.599999999999
2024-10-01 00:00:00,MAT-0097,34900.755000000005
2024-10-01 00:00:00,MAT-0098,13840.05
2024-10-01 00:00:00,MAT-0099,86029.73500000004
2024-10-01 00:00:00,MAT-0100,2662.869
2024-10-01 00:00:00,MAT-0101,14557.38
2024-10-01 00:00:00,MAT-0102,765.6999999999999
2024-10-01 00:00:00,MAT-0103,7332.429999999999
2024-10-01 00:00:00,MAT-0104,1520.1900000000003
2024-10-01 00:00:00,MAT-0105,2818.2749999999996
2024-10-01 00:00:00,MAT-0106,522.505
2024-10-01 00:00:00,MAT-0107,1163.5
2024-10-01 00:00:00,MAT-0108,16060.475
2024-10-01 00:00:00,MAT-0111,27200.199999999997
2024-10-01 00:00:00,MAT-0112,153470.36000000013
2024-10-01 00:00:00,MAT-0113,9601.785
2024-10-01 00:00:00,MAT-0114,7066.14
2024-10-01 00:00:00,MAT-0115,1088.255
2024-10-01 00:00:00,MAT-0116,1072.445
2024-10-01 00:00:00,MAT-0117,72.85000000000001
2024-10-01 00:00:00,MAT-0118,1489.3100000000002
2024-10-01 00:00:00,MAT-0119,127.875
2024-10-01 00:00:00,MAT-0120,22695.04
2024-10-01 00:00:00,MAT-0128,6.944
2024-10-01 00:00:00,MAT-0129,9207.0
2024-10-01 00:00:00,MAT-0133,1534.5
2024-10-01 00:00:00,MAT-0134,29155.5
2024-10-01 00:00:00,MAT-0137,69160.89
2024-10-01 00:00:00,MAT-0138,735.475
2024-10-01 00:00:00,MAT-0141,4149.2880000000005
2024-10-01 00:00:00,MAT-0142,129507.94000000005
2024-10-01 00:00:00,MAT-0143,98007.21000000004
2024-10-01 00:00:00,MAT-0144,324809.04500000016
2024-10-01 00:00:00,MAT-0145,630740.475
2024-10-01 00:00:00,MAT-0146,132718.61000000004
2024-10-01 00:00:00,MAT-0147,8459.990000000002
2024-10-01 00:00:00,MAT-0148,15237.429999999998
2024-10-01 00:00:00,MAT-0149,157.48
2024-10-01 00:00:00,MAT-0150,23586.26
2024-10-01 00:00:00,MAT-0151,22665.584999999995
2024-10-01 00:00:00,MAT-0152,1269.45
2024-10-01 00:00:00,MAT-0153,109863.81000000004
2024-10-01 00:00:00,MAT-0154,8539.88
2024-10-01 00:00:00,MAT-0155,5.425
2024-10-01 00:00:00,MAT-0156,42303.11000000001
2024-10-01 00:00:00,MAT-0157,40.3
2024-10-01 00:00:00,MAT-0158,23296.659999999993
2024-10-01 00:00:00,MAT-0159,8738.86
2024-10-01 00:00:00,MAT-0160,116.61999999999999
2024-10-01 00:00:00,MAT-0161,5370.75
2024-10-01 00:00:00,MAT-0162,829.25
2024-10-01 00:00:00,MAT-0163,10619.895
2024-10-01 00:00:00,MAT-0164,2040.575
2024-10-01 00:00:00,MAT-0165,2767.65
2024-10-01 00:00:00,MAT-0166,8157.960000000001
2024-10-01 00:00:00,MAT-0167,4606.2
2024-10-01 00:00:00,MAT-0168,261.25
2024-10-01 00:00:00,MAT-0169,4743.0
2024-10-01 00:00:00,MAT-0170,3162.0
2024-10-01 00:00:00,MAT-0174,3020.565
2024-10-01 00:00:00,MAT-0175,5962.23
2024-10-01 00:00:00,MAT-0176,16838.329999999998
2024-10-01 00:00:00,MAT-0177,77.5
2024-10-01 00:00:00,MAT-0178,13851.469999999998
2024-10-01 00:00:00,MAT-0179,1143.8999999999999
2024-10-01 00:00:00,MAT-0180,2268.0800000000004
2024-10-01 00:00:00,MAT-0181,0.0
2024-10-01 00:00:00,MAT-0185,3162.0
2024-10-01 00:00:00,MAT-0187,9.206999999999999
2024-10-01 00:00:00,MAT-0188,18511.89
2024-10-01 00:00:00,MAT-0189,161.20000000000002
2024-10-01 00:00:00,MAT-0190,53102.12
2024-10-01 00:00:00,MAT-0193,17614.719999999998
2024-10-01 00:00:00,MAT-0194,32.55
2024-10-01 00:00:00,MAT-0195,27815.66
2024-10-01 00:00:00,MAT-0196,13057.009999999998
2024-10-01 00:00:00,MAT-0197,37675.795
2024-10-01 00:00:00,MAT-0198,81808.405
2024-10-01 00:00:00,MAT-0199,1334.0539999999999
2024-10-01 00:00:00,MAT-0200,74.39999999999999
2024-10-01 00:00:00,MAT-0201,63133.86999999998
2024-10-01 00:00:00,MAT-0202,12313.199999999999
2024-10-01 00:00:00,MAT-0203,170.5
2024-10-01 00:00:00,MAT-0204,316.2
2024-10-01 00:00:00,MAT-0205,44.48499999999999
2024-10-01 00:00:00,MAT-0206,56018.28499999999
2024-10-01 00:00:00,MAT-0207,1271.1549999999997
2024-10-01 00:00:00,MAT-0208,42.625
2024-10-01 00:00:00,MAT-0209,9.299999999999999
2024-10-01 00:00:00,MAT-0213,2852.775
2024-10-01 00:00:00,MAT-0214,324.1050000000001
2024-10-01 00:00:00,MAT-0215,6619.74
2024-10-01 00:00:00,MAT-0216,574.12
2024-10-01 00:00:00,MAT-0217,9529.710000000001
2024-10-01 00:00:00,MAT-0218,2558.43
2024-10-01 00:00:00,MAT-0219,0.62
2024-10-01 00:00:00,MAT-0220,13042.475
2024-10-01 00:00:00,MAT-0229,135008.64500000008
2024-10-01 00:00:00,MAT-0230,0.0
2024-10-01 00:00:00,MAT-0231,1533.8799999999999
2024-10-01 00:00:00,MAT-0232,9684.2
2024-10-01 00:00:00,MAT-0233,35238.16
2024-10-01 00:00:00,MAT-0234,44329.354999999996
2024-10-01 00:00:00,MAT-0235,38.285000000000004
2024-10-01 00:00:00,MAT-0236,9593.800000000001
2024-10-01 00:00:00,MAT-0237,1597.565
2024-10-01 00:00:00,MAT-0238,0.0
2024-10-01 00:00:00,MAT-0239,1534.5
2024-10-01 00:00:00,MAT-0240,418.5
2024-10-01 00:00:00,MAT-0246,8404.099999999999
2024-10-01 00:00:00,MAT-0249,1605.8
2024-10-01 00:00:00,MAT-0250,689.285
2024-10-01 00:00:00,MAT-0251,0.0
2024-10-01 00:00:00,MAT-0254,647.9000000000001
2024-10-01 00:00:00,MAT-0255,1482.875
2024-10-01 00:00:00,MAT-0256,7670.950000000001
2024-10-01 00:00:00,MAT-0257,159.68099999999998
2024-10-01 00:00:00,MAT-0258,311.488
2024-10-01 00:00:00,MAT-0259,22891.640000000003
2024-10-01 00:00:00,MAT-0260,95.13
2024-10-01 00:00:00,MAT-0261,20983.54
2024-10-01 00:00:00,MAT-0262,1534.5
2024-10-01 00:00:00,MAT-0263,13767.875
2024-10-01 00:00:00,MAT-0264,154948.15000000005
2024-10-01 00:00:00,MAT-0265,136539.25000000003
2024-10-01 00:00:00,MAT-0266,20692.465
2024-10-01 00:00:00,MAT-0267,60238.009999999995
2024-10-01 00:00:00,MAT-0268,73460.39
2024-10-01 00:00:00,MAT-0269,2813.7149999999997
2024-10-01 00:00:00,MAT-0270,69017.38
2024-10-01 00:00:00,MAT-0271,18.599999999999998
2024-10-01 00:00:00,MAT-0272,3.5340000000000003
2024-10-01 00:00:00,MAT-0273,3779.84
2024-10-01 00:00:00,MAT-0276,18412.324999999997
2024-10-01 00:00:00,MAT-0277,1610.605
2024-10-01 00:00:00,MAT-0278,1026.875
2024-10-01 00:00:00,MAT-0279,307.923
2024-10-01 00:00:00,MAT-0280,31.682000000000002
2024-10-01 00:00:00,MAT-0281,8359.499999999998
2024-10-01 00:00:00,MAT-0282,4.96
2024-10-01 00:00:00,MAT-0283,186.403
2024-10-01 00:00:00,MAT-0284,2793.3199999999997
2024-10-01 00:00:00,MAT-0285,4774.0
2024-10-01 00:00:00,MAT-0286,2232.0
2024-10-01 00:00:00,MAT-0287,41.074999999999996
2024-10-01 00:00:00,MAT-0290,765.6999999999999
2024-10-01 00:00:00,MAT-0291,826.1500000000001
2024-10-01 00:00:00,MAT-0294,77.5
2024-10-01 00:00:00,MAT-0295,5104.654999999999
2024-10-01 00:00:00,MAT-0296,767.25
2024-10-01 00:00:00,MAT-0297,0.0
2024-10-01 00:00:00,MAT-0298,0.0
2024-10-01 00:00:00,MAT-0299,56.574999999999996
2024-10-01 00:00:00,MAT-0300,40.300000000000004
2024-10-01 00:00:00,MAT-0311,128.40200000000002
2024-10-01 00:00:00,MAT-0312,3734.855
2024-10-01 00:00:00,MAT-0313,13081.315
2024-10-01 00:00:00,MAT-0314,125618.82500000003
2024-10-01 00:00:00,MAT-0315,14739.405
2024-10-01 00:00:00,MAT-0316,105186.37000000002
2024-10-01 00:00:00,MAT-0317,24441.055000000004
2024-10-01 00:00:00,MAT-0318,81272.64
2024-10-01 00:00:00,MAT-0319,232861.1050000001
2024-10-01 00:00:00,MAT-0320,2533.63
2024-10-01 00:00:00,MAT-0321,238330.51000000004
2024-10-01 00:00:00,MAT-0322,84641.23500000002
2024-10-01 00:00:00,MAT-0323,15718.214999999998
2024-10-01 00:00:00,MAT-0324,26786.759999999984
2024-10-01 00:00:00,MAT-0325,103812.94000000006
2024-10-01 00:00:00,MAT-0326,4953.18
