BALANCE_AS_OF_DATE,PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,UNRESRICTED_STOCK,STOCK_UNIT,STOCK_SELL_VALUE,CURRENCY
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0366,5779,2500,KG,5375,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0366,7080,1250,KG,2688,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0366,2020,2500,KG,5375,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0366,1268,7500,KG,16125,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0366,6551,15000,KG,32250,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0366,8080,47500,KG,102125,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0366,9716,42500,KG,91375,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0431,3257,975,KG,2096,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,5359,875,KG,1724,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,7708,1200,KG,2364,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,7426,1250,KG,2463,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,7058,1225,KG,2413,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,3575,2500,KG,4925,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,2340,14975,KG,29501,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,8022,1250,KG,2463,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,9819,1225,KG,2413,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,4839,1250,KG,2463,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,9417,2500,KG,4925,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,4204,22500,KG,44325,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,9895,121250,KG,238863,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,8810,125000,KG,246250,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,8601,87500,KG,172375,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,2878,46250,KG,91113,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,2316,118750,KG,233938,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,6388,61250,KG,120663,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,4213,53750,KG,105888,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,6579,125000,KG,246250,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0408,M6349A,5500,KG,3135,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0408,M4586A,49500,KG,28215,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0408,M9473B,13750,KG,7838,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0320,M6899C,1375,KG,633,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0320,M4268A,1175,KG,541,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0182,6373A,6250,KG,14000,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0182,9249A,6250,KG,14000,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0182,7623A,6250,KG,14000,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0053,S6582A,62750,KG,60868,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0359,M8981A,4100,KG,2050,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0336,M3896A,24750,KG,13118,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0336,M9551C,24750,KG,13118,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0247,2894,50,KG,31,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0247,7962,1350,KG,824,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0247,4373,800,KG,488,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0247,8186,1250,KG,763,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0247,4955,1350,KG,824,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0247,3194,1325,KG,808,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0247,1838,1275,KG,778,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0247,3485,1325,KG,808,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0247,9547,1325,KG,808,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0247,7959,151225,KG,92247,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0247,8752,78275,KG,47748,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0247,5070,4125,KG,2516,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0247,2270,70125,KG,42776,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0062,M6433A,1350,KG,1755,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0062,M4347A,1175,KG,1528,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0062,M9262A,19175,KG,24928,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0062,M7794A,60300,KG,78390,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0062,M1260A,86625,KG,112613,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0062,M1058A,86625,KG,112613,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0228,N8774A,19250,KG,25025,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0267,M9906A,30200,KG,39260,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0267,M6034A,99000,KG,128700,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0395,N1856A,16500,KG,21615,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0395,N2084A,112750,KG,147703,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0395,N3060A,34375,KG,45031,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0395,N3438A,92125,KG,120684,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0415,M5392A,1375,KG,1760,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0415,M1915A,1375,KG,1760,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0415,M5698A,26125,KG,33440,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0415,M2765A,31625,KG,40480,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0415,M6858A,198000,KG,253440,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0415,M9985A,136125,KG,174240,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0346,M6881A,43800,KG,56064,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0346,M8488A,67200,KG,86016,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0346,M7010A,1275,KG,1632,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0156,M5672A,9625,KG,12128,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0156,M3744A,37125,KG,46778,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0005,L1883A,3000,KG,4110,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0351,6053A,48100,KG,30784,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0351,2634A,74100,KG,47424,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0385,M7277B,3425,KG,1952,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0385,M4299A,4125,KG,2351,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0385,M7910B,4125,KG,2351,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0371,4236,43500,KG,93525,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0371,6330,48750,KG,104813,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0371,2610,45750,KG,98363,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0371,3088,6750,KG,14513,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0371,9438,71250,KG,153188,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0371,8449,79500,KG,170925,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0371,9751,55500,KG,119325,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0371,3504,15750,KG,33863,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0371,9760,56250,KG,120938,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0150,P8706C,0,KG,730845,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0150,P6968B,15000,KG,21499,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0268,P3990A,2750,KG,3905,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0268,P5752A,10375,KG,14733,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0268,P4225A,205475,KG,291775,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0263,M9358C,12375,KG,6559,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0276,3538A7992,4125,KG,2145,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0386,5242A4828,4075,KG,2241,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0056,4824A,775,KG,566,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0056,3736A,12350,KG,9024,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0056,1226A,1350,KG,986,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0056,8246A,4125,KG,3014,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0056,7885A,26075,KG,19054,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0056,6829A,26075,KG,19054,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0056,6207A,24750,KG,18085,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0056,6427A,1325,KG,968,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0056,6527A,1350,KG,986,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0056,9185A,1350,KG,986,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0056,1990A,10925,KG,7983,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0056,9142A,1350,KG,986,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0056,3002A,1375,KG,1005,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0056,3948A,22725,KG,16606,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0077,6706A,16900,KG,16088,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0077,3543A,10400,KG,4680,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0110,3214A,1075,KG,1150,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0110,4768A,1175,KG,1257,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0110,3733A,33700,KG,36059,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0416,E1612A,3150,KG,3465,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0416,E9649A,15125,KG,16638,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0014,M6923B,25350,KG,14425,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0014,M6614A,17125,KG,10313,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0151,R6876A,1250,KG,1375,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0428,R7762A,361225,KG,390123,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0428,R3367A,299725,KG,323703,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0327,M7024A,61875,KG,38981,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0327,M3692A,650,KG,410,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0327,M4079A,11000,KG,6930,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0327,M1300A,9625,KG,6064,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0327,M4621B,20625,KG,12994,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0327,M4605A,82500,KG,51975,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0327,M3512B,11000,KG,6930,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0327,M6215B,24750,KG,15593,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0327,M7081A,1375,KG,866,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0327,M5640A,78375,KG,49376,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0327,M8468B,81125,KG,51109,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0356,M4088B,2000,KG,1200,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0356,M4345B,6875,KG,4125,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0356,M2414A,23375,KG,14025,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0356,M4048B,33000,KG,19800,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0356,M1850A,55000,KG,33000,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0356,M9883A,63250,KG,37950,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0356,M4494B,17875,KG,10725,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0381,R5427A,17875,KG,20020,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0227,5583A4914,8250,KG,5280,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0227,1714A1853,90750,KG,58080,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0227,6366A7820,86625,KG,55440,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0227,3729A5873,61850,KG,39584,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0227,9493A4711,82500,KG,52800,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0227,2612A3098,77000,KG,49280,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0227,5021A2559,13750,KG,8800,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0227,4276A7463,24750,KG,15840,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,5435A2431,1350,KG,932,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,2666A1630,875,KG,604,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,5190A7725,61875,KG,42694,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,3397A1700,8250,KG,5693,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,7375A5480,4125,KG,2846,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,7700A5624,5500,KG,3795,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,1722A2971,86625,KG,59771,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,1336A2622,12375,KG,8539,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,4283A9689,2725,KG,1880,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,5469A4023,12375,KG,8539,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,8494A6871,66000,KG,45540,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,7519A1570,74200,KG,51198,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,8542A2330,77000,KG,53130,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,2234A5369,5500,KG,3795,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,5954A9367,24750,KG,17078,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,2090A7079,1375,KG,949,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,1005A4235,8250,KG,5693,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,1358A3215,49500,KG,34155,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,9696A6121,27500,KG,18975,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,2578A4442,85250,KG,58823,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,6683A7558,1350,KG,932,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,9506A5672,38500,KG,26565,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,9247A4752,13750,KG,9488,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,3258A7743,49500,KG,34155,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,3311A9595,8250,KG,5693,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,8851A7123,85250,KG,58823,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,4571A1867,26125,KG,18026,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,9122A9125,81125,KG,55976,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,2543A8469,67375,KG,46489,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,2124A4078,78375,KG,54079,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,7749A9824,70125,KG,48386,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,9604A7055,79750,KG,55028,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,8787A9700,82500,KG,56925,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,5284A6269,8250,KG,5693,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,4861A3870,59125,KG,40796,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,2180A8593,61875,KG,42694,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,5327A1294,63250,KG,43643,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,7530A6614,82500,KG,56925,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,7873A4590,66000,KG,45540,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,9483A1413,82500,KG,56925,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0234,4453A5727,64625,KG,44591,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0292,5376A6092,63150,KG,43574,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,1918A3139,79750,KG,57420,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,6471A4279,1350,KG,972,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,9303A8839,86625,KG,62370,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,6393A9520,85250,KG,61380,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,2853A5194,79750,KG,57420,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,3863A8245,77000,KG,55440,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,2547A6874,83875,KG,60390,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,9077A1573,86625,KG,62370,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,5125A7276,86625,KG,62370,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,8416A8292,86625,KG,62370,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,1384A5288,89375,KG,64350,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,5307A9370,88000,KG,63360,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,4931A9348,86625,KG,62370,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,5058A8207,82500,KG,59400,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,3847A2621,85250,KG,61380,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,2359A4462,86625,KG,62370,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,5682A3599,92125,KG,66330,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,6010A9819,49500,KG,35640,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,1892A2137,66000,KG,47520,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,3734A3162,1375,KG,990,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,8618A7480,74250,KG,53460,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,6599A6694,86625,KG,62370,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,2570A3303,1375,KG,990,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,3489A7094,5500,KG,3960,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,8014A1156,1350,KG,972,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,3976A4457,1350,KG,972,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,4997A7192,1375,KG,990,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,7448A3314,975,KG,702,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,2258A7481,88000,KG,63360,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,8775A7007,1350,KG,972,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,8788A6930,17875,KG,12870,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,5528A3068,56375,KG,40590,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,7414A4749,24750,KG,17820,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,1471A6969,39775,KG,28638,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,5734A3919,59125,KG,42570,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,7864A8936,1325,KG,954,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,6352A9791,24750,KG,17820,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,1203A7108,1350,KG,972,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,9721A9994,1350,KG,972,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,4841A9789,6875,KG,4950,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,5678A5897,1325,KG,954,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,1204A4055,2675,KG,1926,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,1103A5975,1375,KG,990,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,7017A6817,44000,KG,31680,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,8746A1627,5500,KG,3960,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,4572A3548,1350,KG,972,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,7737A9028,24750,KG,17820,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,9535A8234,74250,KG,53460,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,3360A4823,92125,KG,66330,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,6648A9962,5500,KG,3960,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,4592A2007,1325,KG,954,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0335,2438A1284,5500,KG,3960,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0177,1165,5775,KG,1616,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0074,9567,11000,KG,2919,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0074,3701,2725,KG,723,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0074,5288D1384,97575,KG,25891,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0074,4414D2986,72875,KG,19337,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0074,1926D2780,97625,KG,25904,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0074,7953,90725,KG,24073,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0074,2943,12375,KG,3284,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0057,S9712B,16075,KG,18326,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0088,2098,9525,KG,5620,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0024,5621A6277,38500,KG,26180,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0024,2358A1313,85250,KG,57970,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0024,2148A5714,83875,KG,57035,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0024,5765A3467,39875,KG,27115,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0024,5873A2025,89375,KG,60775,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0024,6757A3049,24750,KG,16830,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0024,4780A2833,34375,KG,23375,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0271,6107A9118,91700,KG,62356,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0271,2030A9601,42575,KG,28951,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0338,L2737A,6000,KG,8280,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0338,L5620A,65700,KG,90666,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0338,L7065A,153000,KG,211140,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0390,M7733C,1350,KG,743,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0113,M8268C,42625,KG,23444,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0032,P2970A,9200,KG,13248,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0114,L6133A,100,KG,138,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0114,L4708A,1325,KG,1829,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0075,P5964A,1500,KG,2115,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0065,5356C,0,KG,2455,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0065,6400A,52125,KG,31796,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0065,1779A,56375,KG,37744,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0065,7633A,10950,KG,6680,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0065,4356A,74250,KG,45293,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0065,7194A,49500,KG,30195,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0065,7186A,46750,KG,28518,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0413,2802A,4125,KG,2805,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0413,3392A,26125,KG,17765,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0413,5229A,17875,KG,12155,SGD
11/30/2024,SINGAPORE-WAREHOUSE,MAT-0413,3674A,66000,KG,44880,SGD
