OUTBOUND_DATE,MATERIAL_NAME,PLANT_NAME,MODE_OF_TRANSPORT,CUSTOMER_NUMBER,total_quantity
2024-12-05,MAT-0178,CHINA-WAREHOUSE,Truck,CST-00053,51.0
2024-12-05,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00008,25.5
2024-12-05,MAT-0144,CHINA-WAREHOUSE,Truck,CST-00922,0.03
2024-12-05,MAT-0120,CHINA-WAREHOUSE,Truck,CST-00922,0.25
2024-12-05,MAT-0116,CHINA-WAREHOUSE,Truck,CST-00922,0.18
2024-12-05,MAT-0112,CHINA-WAREHOUSE,Truck,CST-00125,12.379999999999999
2024-12-05,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00169,25.5
2024-12-05,MAT-0111,CHINA-WAREHOUSE,Truck,CST-00363,24.75
2024-12-06,MAT-0319,CHINA-WAREHOUSE,Truck,CST-00149,24.75
2024-12-06,MAT-0319,CHINA-WAREHOUSE,Truck,CST-00012,24.75
2024-12-06,MAT-0316,CHINA-WAREHOUSE,Truck,CST-00080,0.25
2024-12-06,MAT-0312,CHINA-WAREHOUSE,Truck,CST-00797,10.5
2024-12-06,MAT-0265,CHINA-WAREHOUSE,Truck,CST-00080,0.5
2024-12-06,MAT-0221,SINGAPORE-WAREHOUSE,Marine,CST-01030,12.5
2024-12-06,MAT-0211,SINGAPORE-WAREHOUSE,Marine,CST-01034,24.75
2024-12-06,MAT-0323,CHINA-WAREHOUSE,Truck,CST-00962,0.03
2024-12-06,MAT-0303,SINGAPORE-WAREHOUSE,Marine,CST-01030,5.0
2024-12-06,MAT-0335,SINGAPORE-WAREHOUSE,Marine,CST-01053,148.5
2024-12-06,MAT-0379,CHINA-WAREHOUSE,Truck,CST-00080,1.73
2024-12-06,MAT-0340,SINGAPORE-WAREHOUSE,Marine,CST-01517,49.5
2024-12-06,MAT-0341,CHINA-WAREHOUSE,Truck,CST-00487,49.510000000000005
2024-12-06,MAT-0345,SINGAPORE-WAREHOUSE,Marine,CST-01030,1.25
2024-12-06,MAT-0350,CHINA-WAREHOUSE,Truck,CST-00080,0.03
2024-12-06,MAT-0354,CHINA-WAREHOUSE,Truck,CST-00672,24.75
2024-12-06,MAT-0377,CHINA-WAREHOUSE,Truck,CST-00779,0.05
2024-12-06,MAT-0389,CHINA-WAREHOUSE,Truck,CST-00492,25.5
2024-12-06,MAT-0402,CHINA-WAREHOUSE,Truck,CST-00733,24.75
2024-12-06,MAT-0415,CHINA-WAREHOUSE,Truck,CST-00169,24.75
2024-12-06,MAT-0424,SINGAPORE-WAREHOUSE,Marine,CST-01333,24.75
2024-12-06,MAT-0339,CHINA-WAREHOUSE,Truck,CST-00960,1.5
2024-12-06,MAT-0201,CHINA-WAREHOUSE,Truck,CST-00778,9.0
2024-12-06,MAT-0201,CHINA-WAREHOUSE,Truck,CST-00887,1.5
2024-12-06,MAT-0156,CHINA-WAREHOUSE,Truck,CST-00049,99.0
2024-12-06,MAT-0197,CHINA-WAREHOUSE,Truck,CST-00963,0.25
2024-12-06,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00176,25.5
2024-12-06,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00217,25.5
2024-12-06,MAT-0007,CHINA-WAREHOUSE,Truck,CST-00148,11.0
2024-12-06,MAT-0008,CHINA-WAREHOUSE,Truck,CST-00080,0.03
2024-12-06,MAT-0011,CHINA-WAREHOUSE,Truck,CST-00133,0.4
2024-12-06,MAT-0011,CHINA-WAREHOUSE,Truck,CST-00959,24.75
2024-12-06,MAT-0047,CHINA-WAREHOUSE,Truck,CST-00659,67.5
2024-12-06,MAT-0047,CHINA-WAREHOUSE,Truck,CST-00757,45.0
2024-12-06,MAT-0065,CHINA-WAREHOUSE,Truck,CST-00080,0.3
2024-12-06,MAT-0065,CHINA-WAREHOUSE,Truck,CST-00363,24.75
2024-12-06,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00778,16.5
2024-12-06,MAT-0082,CHINA-WAREHOUSE,Truck,CST-00757,45.0
2024-12-06,MAT-0082,CHINA-WAREHOUSE,Truck,CST-00003,12.5
2024-12-06,MAT-0142,CHINA-WAREHOUSE,Truck,CST-00676,12.0
2024-12-06,MAT-0143,CHINA-WAREHOUSE,Truck,CST-00922,0.08
2024-12-06,MAT-0120,CHINA-WAREHOUSE,Truck,CST-00961,1.38
2024-12-06,MAT-0135,SINGAPORE-WAREHOUSE,Marine,CST-01030,1.375
2024-12-06,MAT-0111,CHINA-WAREHOUSE,Truck,CST-00363,24.75
2024-12-06,MAT-0108,CHINA-WAREHOUSE,Truck,CST-00513,44.0
2024-12-06,MAT-0098,CHINA-WAREHOUSE,Truck,CST-00657,24.75
2024-12-06,MAT-0085,CHINA-WAREHOUSE,Truck,CST-00432,0.13
2024-12-06,MAT-0118,CHINA-WAREHOUSE,Truck,CST-00487,24.75
2024-12-07,MAT-0314,CHINA-WAREHOUSE,Truck,CST-00778,1.2
2024-12-07,MAT-0312,CHINA-WAREHOUSE,Truck,CST-00137,25.5
2024-12-07,MAT-0312,CHINA-WAREHOUSE,Truck,CST-00002,51.0
2024-12-07,MAT-0286,CHINA-WAREHOUSE,Truck,CST-00043,25.5
2024-12-07,MAT-0285,CHINA-WAREHOUSE,Truck,CST-00112,24.75
2024-12-07,MAT-0275,SINGAPORE-WAREHOUSE,Marine,CST-01025,1.5
2024-12-07,MAT-0270,CHINA-WAREHOUSE,Truck,CST-00039,7.3
2024-12-07,MAT-0234,SINGAPORE-WAREHOUSE,Marine,CST-01025,6.725
2024-12-07,MAT-0261,CHINA-WAREHOUSE,Truck,CST-00047,76.5
2024-12-07,MAT-0247,SINGAPORE-WAREHOUSE,Marine,CST-01518,24.75
2024-12-07,MAT-0243,SINGAPORE-WAREHOUSE,Marine,CST-01025,4.1000000000000005
2024-12-07,MAT-0207,CHINA-WAREHOUSE,Truck,CST-00762,0.2
2024-12-07,MAT-0201,CHINA-WAREHOUSE,Truck,CST-00329,18.0
2024-12-07,MAT-0178,CHINA-WAREHOUSE,Truck,CST-00379,0.65
2024-12-07,MAT-0314,CHINA-WAREHOUSE,Truck,CST-00965,12.0
2024-12-07,MAT-0270,CHINA-WAREHOUSE,Truck,CST-00038,6.0
2024-12-07,MAT-0315,CHINA-WAREHOUSE,Truck,CST-00049,24.75
2024-12-07,MAT-0377,CHINA-WAREHOUSE,Truck,CST-00946,51.0
2024-12-07,MAT-0328,CHINA-WAREHOUSE,Truck,CST-00038,10.5
2024-12-07,MAT-0176,CHINA-WAREHOUSE,Truck,CST-00039,16.5
2024-12-07,MAT-0428,CHINA-WAREHOUSE,Truck,CST-00120,38.5
2024-12-07,MAT-0416,CHINA-WAREHOUSE,Truck,CST-00487,24.75
2024-12-07,MAT-0415,SINGAPORE-WAREHOUSE,Marine,CST-01025,2.7
2024-12-07,MAT-0397,CHINA-WAREHOUSE,Truck,CST-00379,1.55
2024-12-07,MAT-0389,CHINA-WAREHOUSE,Truck,CST-00778,1.43
2024-12-07,MAT-0376,CHINA-WAREHOUSE,Truck,CST-00747,12.0
2024-12-07,MAT-0375,CHINA-WAREHOUSE,Truck,CST-00002,25.5
2024-12-07,MAT-0363,SINGAPORE-WAREHOUSE,Marine,CST-01025,6.5
2024-12-07,MAT-0354,SINGAPORE-WAREHOUSE,Marine,CST-01025,4.05
2024-12-07,MAT-0344,SINGAPORE-WAREHOUSE,Marine,CST-01017,11.0
2024-12-07,MAT-0341,CHINA-WAREHOUSE,Truck,CST-00487,24.759999999999998
2024-12-07,MAT-0338,CHINA-WAREHOUSE,Truck,CST-00379,1.13
2024-12-07,MAT-0335,SINGAPORE-WAREHOUSE,Marine,CST-01025,10.4
2024-12-07,MAT-0430,CHINA-WAREHOUSE,Truck,CST-00125,24.759999999999998
2024-12-07,MAT-0324,CHINA-WAREHOUSE,Truck,CST-00778,2.38
2024-12-07,MAT-0171,SINGAPORE-WAREHOUSE,Marine,CST-01025,4.05
2024-12-07,MAT-0328,CHINA-WAREHOUSE,Truck,CST-00039,1.2
2024-12-07,MAT-0147,CHINA-WAREHOUSE,Truck,CST-00778,1.38
2024-12-07,MAT-0087,CHINA-WAREHOUSE,Truck,CST-00487,24.75
2024-12-07,MAT-0084,CHINA-WAREHOUSE,Truck,CST-00108,11.0
2024-12-07,MAT-0082,CHINA-WAREHOUSE,Truck,CST-00757,202.5
2024-12-07,MAT-0053,SINGAPORE-WAREHOUSE,Marine,CST-01207,11.0
2024-12-07,MAT-0053,CHINA-WAREHOUSE,Truck,CST-00056,24.75
2024-12-07,MAT-0019,CHINA-WAREHOUSE,Truck,CST-00379,2.06
2024-12-07,MAT-0015,CHINA-WAREHOUSE,Truck,CST-00289,24.75
2024-12-07,MAT-0015,CHINA-WAREHOUSE,Truck,CST-00115,49.5
2024-12-07,MAT-0015,CHINA-WAREHOUSE,Truck,CST-00112,1.28
2024-12-07,MAT-0013,CHINA-WAREHOUSE,Truck,CST-00937,18.0
2024-12-07,MAT-0013,CHINA-WAREHOUSE,Truck,CST-00778,2.83
2024-12-07,MAT-0012,SINGAPORE-WAREHOUSE,Marine,CST-01056,24.75
2024-12-07,MAT-0007,CHINA-WAREHOUSE,Truck,CST-00363,24.75
2024-12-07,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00778,7.28
2024-12-07,MAT-0156,SINGAPORE-WAREHOUSE,Marine,CST-01025,1.375
2024-12-07,MAT-0091,CHINA-WAREHOUSE,Truck,CST-00379,0.38
2024-12-07,MAT-0099,CHINA-WAREHOUSE,Truck,CST-00112,6.8
2024-12-07,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00195,30.0
2024-12-07,MAT-0114,CHINA-WAREHOUSE,Truck,CST-00379,0.18
2024-12-07,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00778,5.95
2024-12-07,MAT-0099,CHINA-WAREHOUSE,Truck,CST-00441,24.75
2024-12-07,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00263,3.0
2024-12-07,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00143,25.5
2024-12-07,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00054,25.5
2024-12-07,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00038,13.5
2024-12-07,MAT-0144,CHINA-WAREHOUSE,Truck,CST-00778,2.93
2024-12-07,MAT-0144,CHINA-WAREHOUSE,Truck,CST-00090,25.5
2024-12-07,MAT-0143,CHINA-WAREHOUSE,Truck,CST-00778,2.85
2024-12-07,MAT-0143,CHINA-WAREHOUSE,Truck,CST-00038,4.5
2024-12-07,MAT-0142,CHINA-WAREHOUSE,Truck,CST-00778,4.35
2024-12-07,MAT-0137,CHINA-WAREHOUSE,Truck,CST-00487,24.75
2024-12-07,MAT-0126,SINGAPORE-WAREHOUSE,Marine,CST-01207,13.75
2024-12-07,MAT-0120,CHINA-WAREHOUSE,Truck,CST-00667,0.15
2024-12-07,MAT-0118,CHINA-WAREHOUSE,Truck,CST-00657,0.5
2024-12-07,MAT-0143,CHINA-WAREHOUSE,Truck,CST-00964,1.5
2024-12-08,MAT-0340,SINGAPORE-WAREHOUSE,Marine,CST-01042,24.75
2024-12-08,MAT-0244,SINGAPORE-WAREHOUSE,Marine,CST-01486,5.5
2024-12-08,MAT-0012,SINGAPORE-WAREHOUSE,Marine,CST-01486,19.25
2024-12-08,MAT-0037,SINGAPORE-WAREHOUSE,Marine,CST-01142,49.5
2024-12-08,MAT-0150,SINGAPORE-WAREHOUSE,Marine,CST-00654,25.5
2024-12-09,MAT-0319,CHINA-WAREHOUSE,Truck,CST-00149,24.75
2024-12-09,MAT-0221,SINGAPORE-WAREHOUSE,Marine,CST-01010,21.25
2024-12-09,MAT-0226,SINGAPORE-WAREHOUSE,Marine,CST-01190,12.375
2024-12-09,MAT-0247,SINGAPORE-WAREHOUSE,Truck,CST-01041,24.75
2024-12-09,MAT-0210,SINGAPORE-WAREHOUSE,Marine,CST-01009,11.0
2024-12-09,MAT-0247,SINGAPORE-WAREHOUSE,Truck,CST-01043,24.75
2024-12-09,MAT-0255,SINGAPORE-WAREHOUSE,Truck,CST-01117,1.38
2024-12-09,MAT-0255,SINGAPORE-WAREHOUSE,Truck,CST-01520,1.38
2024-12-09,MAT-0261,CHINA-WAREHOUSE,Truck,CST-00047,51.0
2024-12-09,MAT-0268,SINGAPORE-WAREHOUSE,Marine,CST-01222,25.5
2024-12-09,MAT-0270,CHINA-WAREHOUSE,Truck,CST-00135,25.5
2024-12-09,MAT-0314,CHINA-WAREHOUSE,Truck,CST-00122,51.0
2024-12-09,MAT-0325,CHINA-WAREHOUSE,Truck,CST-00016,24.75
2024-12-09,MAT-0363,SINGAPORE-WAREHOUSE,Truck,CST-01020,24.75
2024-12-09,MAT-0325,CHINA-WAREHOUSE,Truck,CST-00220,99.0
2024-12-09,MAT-0327,CHINA-WAREHOUSE,Truck,CST-00251,13.76
2024-12-09,MAT-0327,SINGAPORE-WAREHOUSE,Marine,CST-01244,9.625
2024-12-09,MAT-0335,SINGAPORE-WAREHOUSE,Marine,CST-01244,15.125
2024-12-09,MAT-0335,SINGAPORE-WAREHOUSE,Marine,CST-01266,49.5
2024-12-09,MAT-0340,SINGAPORE-WAREHOUSE,Marine,CST-01519,24.75
2024-12-09,MAT-0341,CHINA-WAREHOUSE,Truck,CST-00759,24.75
2024-12-09,MAT-0344,SINGAPORE-WAREHOUSE,Marine,CST-01009,22.0
2024-12-09,MAT-0344,SINGAPORE-WAREHOUSE,Marine,CST-01010,1.375
2024-12-09,MAT-0367,SINGAPORE-WAREHOUSE,Truck,CST-01040,24.75
2024-12-09,MAT-0379,CHINA-WAREHOUSE,Truck,CST-00125,12.38
2024-12-09,MAT-0413,CHINA-WAREHOUSE,Truck,CST-00125,12.379999999999999
2024-12-09,MAT-0210,SINGAPORE-WAREHOUSE,Marine,CST-01008,11.0
2024-12-09,MAT-0325,CHINA-WAREHOUSE,Truck,CST-00213,74.25
2024-12-09,MAT-0206,CHINA-WAREHOUSE,Truck,CST-00030,22.5
2024-12-09,MAT-0158,CHINA-WAREHOUSE,Truck,CST-00763,1.5
2024-12-09,MAT-0197,CHINA-WAREHOUSE,Truck,CST-00791,25.18
2024-12-09,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00108,15.0
2024-12-09,MAT-0197,CHINA-WAREHOUSE,Truck,CST-00797,51.0
2024-12-09,MAT-0038,CHINA-WAREHOUSE,Truck,CST-00759,24.75
2024-12-09,MAT-0053,CHINA-WAREHOUSE,Truck,CST-00462,24.75
2024-12-09,MAT-0055,CHINA-WAREHOUSE,Truck,CST-00014,24.75
2024-12-09,MAT-0072,SINGAPORE-WAREHOUSE,Marine,CST-01009,11.0
2024-12-09,MAT-0097,CHINA-WAREHOUSE,Truck,CST-00966,24.75
2024-12-09,MAT-0109,SINGAPORE-WAREHOUSE,Truck,CST-01040,24.76
2024-12-09,MAT-0118,CHINA-WAREHOUSE,Truck,CST-00759,24.75
2024-12-09,MAT-0118,CHINA-WAREHOUSE,Truck,CST-00863,24.75
2024-12-09,MAT-0120,CHINA-WAREHOUSE,Truck,CST-00035,24.75
2024-12-09,MAT-0122,SINGAPORE-WAREHOUSE,Marine,CST-01009,10.0
2024-12-09,MAT-0144,CHINA-WAREHOUSE,Truck,CST-00042,25.5
2024-12-09,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00778,25.5
2024-12-09,MAT-0144,CHINA-WAREHOUSE,Truck,CST-00400,51.0
2024-12-09,MAT-0144,CHINA-WAREHOUSE,Truck,CST-00108,10.5
2024-12-09,MAT-0178,CHINA-WAREHOUSE,Truck,CST-00763,7.5
2024-12-09,MAT-0171,SINGAPORE-WAREHOUSE,Marine,CST-01190,12.375
2024-12-09,MAT-0165,SINGAPORE-WAREHOUSE,Truck,CST-01148,24.75
2024-12-09,MAT-0164,SINGAPORE-WAREHOUSE,Truck,CST-01148,24.75
2024-12-09,MAT-0197,CHINA-WAREHOUSE,Truck,CST-00779,25.5
2024-12-09,MAT-0150,CHINA-WAREHOUSE,Truck,CST-00654,25.5
2024-12-09,MAT-0148,CHINA-WAREHOUSE,Truck,CST-00289,24.75
2024-12-09,MAT-0146,CHINA-WAREHOUSE,Truck,CST-00793,12.38
2024-12-09,MAT-0146,CHINA-WAREHOUSE,Truck,CST-00073,24.75
2024-12-09,MAT-0150,SINGAPORE-WAREHOUSE,Marine,CST-01264,76.5
2024-12-09,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00747,25.5
2024-12-10,MAT-0307,SINGAPORE-WAREHOUSE,Marine,CST-01195,25.5
2024-12-10,MAT-0341,CHINA-WAREHOUSE,Truck,CST-00008,24.75
2024-12-10,MAT-0335,SINGAPORE-WAREHOUSE,Marine,CST-01031,24.75
2024-12-10,MAT-0325,CHINA-WAREHOUSE,Truck,CST-00967,49.5
2024-12-10,MAT-0325,CHINA-WAREHOUSE,Truck,CST-00487,24.75
2024-12-10,MAT-0323,CHINA-WAREHOUSE,Truck,CST-00047,0.08
2024-12-10,MAT-0325,CHINA-WAREHOUSE,Truck,CST-00169,24.75
2024-12-10,MAT-0314,CHINA-WAREHOUSE,Truck,CST-00045,10.5
2024-12-10,MAT-0314,CHINA-WAREHOUSE,Truck,CST-00003,3.0
2024-12-10,MAT-0341,CHINA-WAREHOUSE,Truck,CST-00969,11.0
2024-12-10,MAT-0325,CHINA-WAREHOUSE,Truck,CST-00355,24.75
2024-12-10,MAT-0376,CHINA-WAREHOUSE,Truck,CST-00747,25.5
2024-12-10,MAT-0413,SINGAPORE-WAREHOUSE,Marine,CST-01140,24.75
2024-12-10,MAT-0389,CHINA-WAREHOUSE,Truck,CST-00446,9.0
2024-12-10,MAT-0402,CHINA-WAREHOUSE,Truck,CST-00487,24.75
2024-12-10,MAT-0402,CHINA-WAREHOUSE,Truck,CST-00658,24.75
2024-12-10,MAT-0413,SINGAPORE-WAREHOUSE,Marine,CST-01099,24.75
2024-12-10,MAT-0415,CHINA-WAREHOUSE,Truck,CST-00046,24.75
2024-12-10,MAT-0415,CHINA-WAREHOUSE,Truck,CST-00049,24.75
2024-12-10,MAT-0415,CHINA-WAREHOUSE,Truck,CST-00284,49.5
2024-12-10,MAT-0415,CHINA-WAREHOUSE,Truck,CST-00417,24.75
2024-12-10,MAT-0416,CHINA-WAREHOUSE,Truck,CST-00049,49.5
2024-12-10,MAT-0416,CHINA-WAREHOUSE,Truck,CST-00817,99.0
2024-12-10,MAT-0301,SINGAPORE-WAREHOUSE,Marine,CST-01017,11.0
2024-12-10,MAT-0386,CHINA-WAREHOUSE,Truck,CST-00968,24.75
2024-12-10,MAT-0287,CHINA-WAREHOUSE,Truck,CST-00922,0.1
2024-12-10,MAT-0335,SINGAPORE-WAREHOUSE,Truck,CST-01070,8.25
2024-12-10,MAT-0244,SINGAPORE-WAREHOUSE,Marine,CST-01486,11.0
2024-12-10,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00090,25.5
2024-12-10,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00872,25.5
2024-12-10,MAT-0012,SINGAPORE-WAREHOUSE,Marine,CST-01486,38.5
2024-12-10,MAT-0015,CHINA-WAREHOUSE,Truck,CST-00059,24.75
2024-12-10,MAT-0024,SINGAPORE-WAREHOUSE,Truck,CST-01020,24.75
2024-12-10,MAT-0056,CHINA-WAREHOUSE,Truck,CST-00011,24.75
2024-12-10,MAT-0057,CHINA-WAREHOUSE,Truck,CST-00781,1.38
2024-12-10,MAT-0082,CHINA-WAREHOUSE,Truck,CST-00659,180.0
2024-12-10,MAT-0084,CHINA-WAREHOUSE,Truck,CST-00770,24.75
2024-12-10,MAT-0096,CHINA-WAREHOUSE,Truck,CST-00059,24.75
2024-12-10,MAT-0108,CHINA-WAREHOUSE,Truck,CST-00008,24.75
2024-12-10,MAT-0111,CHINA-WAREHOUSE,Truck,CST-00363,22.0
2024-12-10,MAT-0007,CHINA-WAREHOUSE,Truck,CST-00363,24.75
2024-12-10,MAT-0120,CHINA-WAREHOUSE,Truck,CST-00008,24.75
2024-12-10,MAT-0118,CHINA-WAREHOUSE,Truck,CST-00487,24.75
2024-12-10,MAT-0190,CHINA-WAREHOUSE,Truck,CST-00108,24.759999999999998
2024-12-10,MAT-0151,CHINA-WAREHOUSE,Truck,CST-00133,24.75
2024-12-10,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00922,0.03
2024-12-10,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00389,4.5
2024-12-10,MAT-0156,CHINA-WAREHOUSE,Truck,CST-00259,49.5
2024-12-10,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00014,25.5
2024-12-10,MAT-0144,CHINA-WAREHOUSE,Truck,CST-00676,25.5
2024-12-10,MAT-0144,CHINA-WAREHOUSE,Truck,CST-00090,51.0
2024-12-10,MAT-0142,CHINA-WAREHOUSE,Truck,CST-00104,6.0
2024-12-10,MAT-0264,CHINA-WAREHOUSE,Truck,CST-00005,123.75
2024-12-10,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00045,9.0
2024-12-11,MAT-0309,SINGAPORE-WAREHOUSE,Truck,CST-01148,24.75
2024-12-11,MAT-0341,CHINA-WAREHOUSE,Truck,CST-00133,24.75
2024-12-11,MAT-0312,CHINA-WAREHOUSE,Truck,CST-00080,0.15
2024-12-11,MAT-0314,CHINA-WAREHOUSE,Truck,CST-00080,0.08
2024-12-11,MAT-0315,CHINA-WAREHOUSE,Truck,CST-00049,99.02
2024-12-11,MAT-0318,CHINA-WAREHOUSE,Truck,CST-00017,24.75
2024-12-11,MAT-0325,CHINA-WAREHOUSE,Truck,CST-00049,24.75
2024-12-11,MAT-0325,CHINA-WAREHOUSE,Truck,CST-00080,0.3
2024-12-11,MAT-0335,SINGAPORE-WAREHOUSE,Truck,CST-01070,8.25
2024-12-11,MAT-0344,SINGAPORE-WAREHOUSE,Marine,CST-01017,11.0
2024-12-11,MAT-0386,CHINA-WAREHOUSE,Truck,CST-00008,24.75
2024-12-11,MAT-0354,CHINA-WAREHOUSE,Truck,CST-00972,49.519999999999996
2024-12-11,MAT-0357,CHINA-WAREHOUSE,Truck,CST-00086,0.3
2024-12-11,MAT-0363,SINGAPORE-WAREHOUSE,Truck,CST-01020,24.75
2024-12-11,MAT-0364,SINGAPORE-WAREHOUSE,Marine,CST-01216,11.0
2024-12-11,MAT-0379,CHINA-WAREHOUSE,Truck,CST-00259,49.5
2024-12-11,MAT-0386,CHINA-WAREHOUSE,Truck,CST-00968,24.75
2024-12-11,MAT-0399,CHINA-WAREHOUSE,Truck,CST-00049,24.75
2024-12-11,MAT-0415,CHINA-WAREHOUSE,Truck,CST-00284,49.5
2024-12-11,MAT-0416,CHINA-WAREHOUSE,Truck,CST-00487,24.75
2024-12-11,MAT-0295,SINGAPORE-WAREHOUSE,Marine,CST-01240,24.75
2024-12-11,MAT-0354,CHINA-WAREHOUSE,Truck,CST-00049,24.75
2024-12-11,MAT-0286,CHINA-WAREHOUSE,Truck,CST-00747,19.5
2024-12-11,MAT-0424,SINGAPORE-WAREHOUSE,Marine,CST-01039,24.75
2024-12-11,MAT-0247,SINGAPORE-WAREHOUSE,Truck,CST-01043,24.75
2024-12-11,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00872,25.5
2024-12-11,MAT-0013,CHINA-WAREHOUSE,Truck,CST-00075,3.01
2024-12-11,MAT-0013,CHINA-WAREHOUSE,Truck,CST-00970,25.5
2024-12-11,MAT-0015,CHINA-WAREHOUSE,Truck,CST-00115,49.5
2024-12-11,MAT-0015,CHINA-WAREHOUSE,Truck,CST-00259,24.75
2024-12-11,MAT-0019,CHINA-WAREHOUSE,Truck,CST-00092,3.0
2024-12-11,MAT-0035,CHINA-WAREHOUSE,Truck,CST-00097,24.75
2024-12-11,MAT-0037,SINGAPORE-WAREHOUSE,Truck,CST-01014,24.75
2024-12-11,MAT-0047,CHINA-WAREHOUSE,Truck,CST-00080,0.05
2024-12-11,MAT-0056,CHINA-WAREHOUSE,Truck,CST-00657,0.3
2024-12-11,MAT-0084,CHINA-WAREHOUSE,Truck,CST-00972,49.5
2024-12-11,MAT-0264,CHINA-WAREHOUSE,Truck,CST-00005,49.5
2024-12-11,MAT-0096,CHINA-WAREHOUSE,Truck,CST-00059,30.92
2024-12-11,MAT-0112,CHINA-WAREHOUSE,Truck,CST-00016,74.25999999999999
2024-12-11,MAT-0137,CHINA-WAREHOUSE,Truck,CST-00723,1.38
2024-12-11,MAT-0142,CHINA-WAREHOUSE,Truck,CST-00177,25.5
2024-12-11,MAT-0143,CHINA-WAREHOUSE,Truck,CST-00922,0.03
2024-12-11,MAT-0143,CHINA-WAREHOUSE,Truck,CST-00939,0.05
2024-12-11,MAT-0144,CHINA-WAREHOUSE,Truck,CST-00971,25.5
2024-12-11,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00747,25.5
2024-12-11,MAT-0147,CHINA-WAREHOUSE,Truck,CST-00080,0.15
2024-12-11,MAT-0229,CHINA-WAREHOUSE,Truck,CST-00658,24.75
2024-12-11,MAT-0091,CHINA-WAREHOUSE,Truck,CST-00080,2.75
2024-12-12,MAT-0264,CHINA-WAREHOUSE,Truck,CST-00121,99.0
2024-12-12,MAT-0261,CHINA-WAREHOUSE,Truck,CST-00053,51.0
2024-12-12,MAT-0247,SINGAPORE-WAREHOUSE,Truck,CST-01043,24.75
2024-12-12,MAT-0243,SINGAPORE-WAREHOUSE,Marine,CST-01515,74.25
2024-12-12,MAT-0232,CHINA-WAREHOUSE,Truck,CST-00049,24.75
2024-12-12,MAT-0232,CHINA-WAREHOUSE,Truck,CST-00759,24.75
2024-12-12,MAT-0232,CHINA-WAREHOUSE,Truck,CST-00487,74.25
2024-12-12,MAT-0232,CHINA-WAREHOUSE,Truck,CST-00474,0.05
2024-12-12,MAT-0270,CHINA-WAREHOUSE,Truck,CST-00069,7.5
2024-12-12,MAT-0196,CHINA-WAREHOUSE,Truck,CST-00003,225.0
2024-12-12,MAT-0239,CHINA-WAREHOUSE,Truck,CST-00049,24.75
2024-12-12,MAT-0285,CHINA-WAREHOUSE,Truck,CST-00112,33.0
2024-12-12,MAT-0327,CHINA-WAREHOUSE,Truck,CST-00976,0.1
2024-12-12,MAT-0314,CHINA-WAREHOUSE,Truck,CST-00747,40.5
2024-12-12,MAT-0325,CHINA-WAREHOUSE,Truck,CST-00049,24.75
2024-12-12,MAT-0326,CHINA-WAREHOUSE,Truck,CST-00920,5.5
2024-12-12,MAT-0353,CHINA-WAREHOUSE,Truck,CST-00489,1.38
2024-12-12,MAT-0367,SINGAPORE-WAREHOUSE,Truck,CST-01040,24.75
2024-12-12,MAT-0379,CHINA-WAREHOUSE,Truck,CST-00651,24.75
2024-12-12,MAT-0397,CHINA-WAREHOUSE,Truck,CST-00556,0.03
2024-12-12,MAT-0415,CHINA-WAREHOUSE,Truck,CST-00901,24.75
2024-12-12,MAT-0415,CHINA-WAREHOUSE,Truck,CST-00958,24.75
2024-12-12,MAT-0165,SINGAPORE-WAREHOUSE,Marine,CST-01038,24.75
2024-12-12,MAT-0428,CHINA-WAREHOUSE,Truck,CST-00008,24.75
2024-12-12,MAT-0314,CHINA-WAREHOUSE,Truck,CST-00676,15.0
2024-12-12,MAT-0426,SINGAPORE-WAREHOUSE,Marine,CST-01035,25.5
2024-12-12,MAT-0164,CHINA-WAREHOUSE,Truck,CST-00883,0.3
2024-12-12,MAT-0151,CHINA-WAREHOUSE,Truck,CST-00975,49.5
2024-12-12,MAT-0156,CHINA-WAREHOUSE,Truck,CST-00259,49.5
2024-12-12,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00090,25.5
2024-12-12,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00397,25.5
